0 	26.0
1 	-26.0
2 	-14.0
3 	-30.0
4 	-54.0
5 	-6.0
6 	14.0
7 	-14.0
8 	42.0
9 	-50.0
10 	-22.0
11 	-14.0
12 	14.0
13 	-2.0
14 	-74.0
15 	22.0
16 	62.0
17 	-50.0
18 	-26.0
19 	-34.0
20 	-14.0
21 	-50.0
22 	26.0
23 	-42.0
24 	-18.0
25 	2.0
26 	10.0
27 	-58.0
28 	-42.0
29 	-62.0
30 	-34.0
31 	-14.0
32 	18.0
33 	-38.0
34 	-2.0
35 	-42.0
36 	-42.0
37 	50.0
38 	-26.0
39 	-38.0
40 	22.0
41 	30.0
42 	-10.0
43 	26.0
44 	-74.0
45 	-42.0
46 	-18.0
47 	-2.0
48 	-50.0
49 	-54.0
50 	-86.0
51 	-30.0
52 	-74.0
53 	-54.0
54 	46.0
55 	-34.0
56 	30.0
57 	-110.0
58 	30.0
59 	-22.0
60 	-58.0
61 	-18.0
62 	-30.0
63 	-26.0
64 	-14.0
65 	14.0
66 	-42.0
67 	-6.0
68 	58.0
69 	-98.0
70 	-10.0
71 	-10.0
72 	2.0
73 	-58.0
74 	-14.0
75 	6.0
76 	-54.0
77 	-42.0
78 	-82.0
79 	-38.0
80 	-22.0
81 	-10.0
82 	-42.0
83 	-46.0
84 	10.0
85 	22.0
86 	30.0
87 	-26.0
88 	-34.0
89 	-38.0
90 	2.0
91 	-18.0
92 	-94.0
93 	-34.0
94 	-38.0
95 	-6.0
96 	6.0
97 	22.0
98 	34.0
99 	-26.0
100 	-46.0
101 	-22.0
102 	-34.0
103 	-14.0
104 	-26.0
105 	-94.0
106 	-46.0
107 	42.0
108 	-82.0
109 	-34.0
110 	18.0
111 	-90.0
112 	-22.0
113 	-102.0
114 	-82.0
115 	-62.0
116 	38.0
117 	-146.0
118 	38.0
119 	-34.0
120 	-42.0
121 	30.0
122 	2.0
123 	-14.0
124 	-42.0
125 	-10.0
126 	-42.0
127 	22.0
128 	18.0
129 	-22.0
130 	-42.0
131 	-62.0
132 	10.0
133 	-10.0
134 	26.0
135 	-86.0
136 	-46.0
137 	-46.0
138 	-2.0
139 	22.0
140 	-102.0
141 	-30.0
142 	-82.0
143 	-114.0
144 	-18.0
145 	-74.0
146 	-14.0
147 	-50.0
148 	-10.0
149 	-22.0
150 	22.0
151 	-50.0
152 	-10.0
153 	2.0
154 	-18.0
155 	-98.0
156 	-38.0
157 	-38.0
158 	-14.0
159 	10.0
160 	-74.0
161 	-22.0
162 	-30.0
163 	-54.0
164 	-34.0
165 	26.0
166 	-10.0
167 	-38.0
168 	-126.0
169 	-34.0
170 	-30.0
171 	-38.0
172 	-126.0
173 	-6.0
174 	-74.0
175 	-30.0
176 	-138.0
177 	-26.0
178 	46.0
179 	18.0
180 	6.0
181 	6.0
182 	-46.0
183 	-94.0
184 	-26.0
185 	-42.0
186 	-58.0
187 	-18.0
188 	-94.0
189 	-110.0
190 	-102.0
191 	-18.0
192 	34.0
193 	34.0
194 	62.0
195 	-38.0
196 	-22.0
197 	-54.0
198 	26.0
199 	-90.0
200 	-62.0
201 	-58.0
202 	-70.0
203 	-42.0
204 	14.0
205 	10.0
206 	-26.0
207 	-14.0
208 	-18.0
209 	-106.0
210 	2.0
211 	-50.0
212 	-10.0
213 	-82.0
214 	-66.0
215 	2.0
216 	-42.0
217 	-38.0
218 	-22.0
219 	42.0
220 	-90.0
221 	-10.0
222 	2.0
223 	22.0
224 	38.0
225 	6.0
226 	-102.0
227 	-70.0
228 	2.0
229 	-42.0
230 	-94.0
231 	38.0
232 	-70.0
233 	-70.0
234 	-62.0
235 	2.0
236 	-42.0
237 	-22.0
238 	38.0
239 	18.0
240 	14.0
241 	-22.0
242 	-30.0
243 	-98.0
244 	-18.0
245 	-58.0
246 	18.0
247 	-22.0
248 	-6.0
249 	-26.0
250 	-54.0
251 	-38.0
252 	14.0
253 	22.0
254 	-74.0
255 	-10.0
256 	-102.0
257 	-18.0
258 	-122.0
259 	22.0
260 	-66.0
261 	-18.0
262 	-54.0
263 	-90.0
264 	-2.0
265 	-26.0
266 	18.0
267 	-54.0
268 	-34.0
269 	14.0
270 	-46.0
271 	-38.0
272 	10.0
273 	46.0
274 	-42.0
275 	-50.0
276 	-114.0
277 	-110.0
278 	50.0
279 	-58.0
280 	-78.0
281 	-86.0
282 	-6.0
283 	6.0
284 	-34.0
285 	-10.0
286 	-34.0
287 	10.0
288 	-34.0
289 	10.0
290 	-14.0
291 	22.0
292 	38.0
293 	-58.0
294 	-54.0
295 	-90.0
296 	58.0
297 	-46.0
298 	-58.0
299 	-70.0
300 	54.0
301 	-34.0
302 	26.0
303 	-54.0
304 	-38.0
305 	-86.0
306 	26.0
307 	-50.0
308 	-2.0
309 	-26.0
310 	-6.0
311 	-46.0
312 	-38.0
313 	-58.0
314 	-82.0
315 	-66.0
316 	-14.0
317 	-26.0
318 	-74.0
319 	-30.0
320 	30.0
321 	-66.0
322 	-26.0
323 	14.0
324 	-46.0
325 	-46.0
326 	-38.0
327 	46.0
328 	-82.0
329 	-38.0
330 	-26.0
331 	-94.0
332 	-54.0
333 	-74.0
334 	-110.0
335 	-22.0
336 	-14.0
337 	-94.0
338 	10.0
339 	-38.0
340 	10.0
341 	6.0
342 	-26.0
343 	-58.0
344 	-42.0
345 	-58.0
346 	-94.0
347 	-110.0
348 	-38.0
349 	-42.0
350 	-18.0
351 	-22.0
352 	66.0
353 	10.0
354 	-38.0
355 	-34.0
356 	-58.0
357 	-30.0
358 	42.0
359 	-58.0
360 	-2.0
361 	-54.0
362 	-62.0
363 	-50.0
364 	-74.0
365 	-74.0
366 	-6.0
367 	-50.0
368 	-54.0
369 	-42.0
370 	-2.0
371 	-134.0
372 	-106.0
373 	2.0
374 	-2.0
375 	22.0
376 	10.0
377 	54.0
378 	-54.0
379 	-30.0
380 	14.0
381 	6.0
382 	-82.0
383 	-46.0
384 	-46.0
385 	50.0
386 	18.0
387 	-18.0
388 	-94.0
389 	-102.0
390 	-34.0
391 	-46.0
392 	-50.0
