0 	616 	810
1 	417 	650
2 	294 	527
3 	225 	407
4 	174 	341
5 	291 	284
6 	255 	241
7 	221 	212
8 	202 	169
9 	187 	135
10 	347 	112
11 	324 	93
12 	311 	83
13 	294 	72
14 	280 	66
15 	540 	63
16 	521 	60
17 	505 	48
18 	494 	39
19 	490 	30
20 	965 	31
21 	946 	31
22 	924 	28
23 	909 	26
24 	891 	22
25 	1760 	24
26 	1740 	22
27 	1717 	22
28 	1696 	18
29 	1677 	21
30 	3310 	24
31 	3269 	23
32 	3217 	28
33 	3166 	26
34 	3110 	29
35 	6083 	36
36 	5936 	45
37 	5756 	53
38 	5536 	70
39 	5267 	83
40 	7261 	605
41 	5252 	522
42 	3205 	778
43 	2097 	670
44 	1206 	900
45 	1462 	773
46 	912 	799
47 	601 	685
48 	381 	739
49 	264 	616
50 	364 	571
51 	269 	479
52 	208 	453
53 	165 	366
54 	146 	329
55 	245 	280
56 	208 	256
57 	179 	217
58 	161 	202
59 	148 	161
60 	270 	153
61 	252 	133
62 	230 	117
63 	218 	93
64 	205 	87
65 	390 	77
66 	369 	78
67 	358 	73
68 	344 	64
69 	338 	58
70 	651 	55
71 	623 	54
72 	601 	50
73 	586 	47
74 	577 	37
75 	1128 	35
76 	1105 	39
77 	1088 	36
78 	1067 	35
79 	1044 	30
80 	2052 	32
81 	2017 	27
82 	1985 	29
83 	1951 	31
84 	1919 	28
85 	3772 	32
86 	3697 	36
87 	3617 	36
88 	3526 	47
89 	3407 	56
90 	6511 	78
91 	6178 	94
92 	5777 	113
93 	5323 	131
94 	4846 	156
95 	7104 	492
96 	5328 	466
97 	3543 	650
98 	2393 	626
99 	1487 	758
100 	1936 	692
101 	1204 	739
102 	799 	663
103 	532 	659
104 	379 	579
105 	539 	540
106 	395 	482
107 	302 	478
108 	225 	417
109 	169 	376
110 	291 	319
111 	241 	289
112 	199 	240
113 	180 	207
114 	164 	179
115 	300 	150
116 	273 	124
117 	259 	108
118 	245 	93
119 	231 	81
120 	447 	67
121 	433 	61
122 	414 	57
123 	403 	55
124 	394 	49
125 	765 	45
126 	750 	43
127 	733 	40
128 	720 	38
129 	703 	39
130 	1378 	36
131 	1354 	34
132 	1324 	35
133 	1302 	25
134 	1283 	23
135 	2537 	22
136 	2512 	21
137 	2480 	21
138 	2451 	20
139 	2424 	22
140 	4781 	28
141 	4700 	32
142 	4608 	36
143 	4503 	42
144 	4366 	49
145 	7377 	274
146 	6346 	244
147 	5090 	359
148 	3874 	428
149 	2814 	510
150 	4026 	540
151 	2663 	665
152 	1821 	618
153 	1232 	607
154 	846 	615
155 	1180 	584
156 	855 	521
157 	624 	511
158 	469 	458
159 	366 	415
160 	567 	380
161 	458 	319
162 	386 	285
163 	334 	253
164 	304 	213
165 	535 	184
166 	479 	167
167 	439 	143
168 	413 	116
169 	389 	104
170 	732 	94
171 	693 	80
172 	664 	73
173 	641 	69
174 	615 	67
175 	1179 	59
176 	1144 	54
177 	1114 	54
178 	1081 	49
179 	1050 	45
180 	2050 	42
181 	1997 	40
182 	1952 	35
183 	1915 	33
184 	1876 	32
185 	3682 	32
186 	3604 	40
187 	3516 	44
188 	3429 	41
189 	3327 	50
190 	6402 	66
191 	6113 	79
192 	5786 	84
193 	5432 	106
194 	5010 	130
195 	7082 	555
196 	5167 	524
197 	3231 	755
198 	2113 	677
199 	1242 	874
200 	1523 	793
201 	926 	806
202 	588 	702
203 	370 	712
204 	248 	597
205 	347 	564
206 	263 	477
207 	204 	443
208 	153 	368
209 	115 	327
210 	199 	281
211 	179 	259
212 	154 	228
213 	132 	205
214 	121 	166
215 	226 	140
216 	213 	123
217 	204 	114
218 	191 	98
219 	184 	91
220 	349 	83
221 	335 	75
222 	319 	65
223 	309 	60
224 	303 	51
225 	584 	49
226 	564 	41
227 	550 	33
228 	541 	30
229 	532 	29
230 	1048 	28
231 	1024 	31
232 	1002 	29
233 	983 	24
234 	971 	24
235 	1915 	23
236 	1889 	23
237 	1864 	25
238 	1835 	28
239 	1808 	27
240 	3559 	29
241 	3498 	30
242 	3441 	30
243 	3385 	37
244 	3303 	43
245 	6402 	59
246 	6143 	74
247 	5841 	76
248 	5541 	92
249 	5186 	116
250 	7116 	607
251 	5087 	561
252 	3063 	815
253 	1967 	700
254 	1130 	904
255 	1343 	827
256 	797 	830
257 	512 	691
258 	311 	733
259 	203 	620
260 	282 	579
261 	200 	479
262 	152 	468
263 	121 	385
264 	98 	335
265 	169 	280
266 	149 	252
267 	133 	216
268 	119 	189
269 	110 	147
270 	205 	142
271 	187 	112
272 	177 	92
273 	164 	79
274 	155 	74
275 	296 	65
276 	289 	58
277 	278 	55
278 	273 	50
279 	269 	47
280 	529 	45
281 	516 	40
282 	500 	40
283 	491 	38
284 	482 	32
285 	951 	33
286 	939 	33
287 	923 	31
288 	914 	27
289 	898 	27
290 	1766 	32
291 	1737 	29
292 	1708 	32
293 	1675 	28
294 	1650 	27
295 	3245 	27
296 	3196 	28
297 	3145 	30
298 	3087 	36
299 	3021 	35
300 	5893 	42
301 	5719 	49
302 	5522 	62
303 	5296 	72
304 	5014 	90
305 	7186 	543
306 	5345 	480
307 	3411 	707
308 	2273 	635
309 	1359 	818
310 	1742 	742
311 	1056 	791
312 	675 	687
313 	466 	712
314 	314 	602
315 	439 	559
316 	321 	467
317 	251 	458
318 	195 	381
319 	159 	337
320 	265 	294
321 	216 	276
322 	189 	232
323 	167 	197
324 	150 	163
325 	287 	151
326 	260 	121
327 	250 	105
328 	238 	83
329 	232 	83
330 	447 	72
331 	433 	64
332 	419 	59
333 	404 	54
334 	393 	44
335 	762 	43
336 	745 	41
337 	731 	40
338 	714 	39
339 	701 	36
340 	1378 	33
341 	1349 	34
342 	1327 	31
343 	1304 	29
344 	1285 	30
345 	2524 	32
346 	2483 	30
347 	2436 	32
348 	2387 	40
349 	2327 	37
350 	4532 	48
351 	4390 	47
352 	4256 	49
353 	4123 	51
354 	3973 	60
355 	7379 	131
356 	6731 	149
357 	5988 	197
358 	5172 	245
359 	4275 	301
360 	6489 	473
361 	4681 	535
362 	3128 	643
363 	2129 	600
364 	1419 	677
365 	1860 	646
366 	1271 	607
367 	891 	558
368 	615 	572
369 	443 	499
370 	665 	465
371 	503 	377
372 	396 	354
373 	338 	308
374 	292 	265
375 	515 	238
376 	453 	213
377 	407 	187
378 	371 	165
379 	338 	149
380 	626 	133
381 	579 	115
382 	532 	112
383 	510 	92
384 	489 	80
385 	933 	75
386 	900 	67
387 	865 	72
388 	829 	71
389 	800 	61
390 	1547 	57
391 	1494 	56
392 	1450 	52
393 	1411 	44
394 	1378 	46
395 	2677 	44
396 	2599 	50
397 	2526 	53
398 	2450 	56
399 	2372 	55
